"Date","Price","Open","High","Low","Vol.","Change %"
"28-03-2025","258.64","257.10","267.95","257.00","6.88M","1.38%"
"27-03-2025","255.12","254.00","257.90","250.00","8.55M","0.53%"
"26-03-2025","253.78","237.90","262.40","237.70","15.77M","6.72%"
"25-03-2025","237.80","245.35","246.10","235.30","4.77M","-2.40%"
"24-03-2025","243.64","241.90","247.50","240.79","4.20M","1.73%"
"21-03-2025","239.50","237.60","245.67","236.84","5.17M","0.94%"
"20-03-2025","237.28","245.00","245.70","236.00","3.50M","-2.09%"
"19-03-2025","242.35","232.20","245.34","232.00","5.15M","5.12%"
"18-03-2025","230.55","222.00","234.23","221.00","5.37M","5.09%"
"17-03-2025","219.38","220.00","223.95","217.32","4.46M","0.43%"
"13-03-2025","218.44","222.40","225.25","216.01","2.37M","-0.86%"
"12-03-2025","220.33","228.00","230.45","218.85","3.08M","-2.47%"
"11-03-2025","225.91","228.89","231.40","222.55","4.79M","-1.66%"
"10-03-2025","229.72","239.90","243.70","227.30","3.51M","-4.02%"
"07-03-2025","239.35","235.01","247.90","231.10","10.05M","1.48%"
"06-03-2025","235.86","223.87","248.90","221.10","10.96M","7.40%"
"05-03-2025","219.60","207.20","221.39","207.20","4.05M","6.66%"
"04-03-2025","205.89","203.00","214.85","202.45","2.90M","-0.33%"
"03-03-2025","206.58","214.99","217.86","198.13","5.73M","-2.53%"
"28-02-2025","211.95","221.00","222.50","210.10","5.59M","-4.93%"
"27-02-2025","222.95","238.20","240.80","220.05","3.11M","-6.64%"
"25-02-2025","238.80","241.00","245.90","236.50","3.04M","-0.83%"
"24-02-2025","240.80","250.35","250.65","240.10","3.49M","-4.56%"
"21-02-2025","252.30","257.90","263.80","251.00","1.79M","-2.34%"
"20-02-2025","258.35","255.00","263.10","253.80","1.56M","0.82%"
"19-02-2025","256.25","245.00","263.70","244.00","3.38M","3.08%"
"18-02-2025","248.60","249.95","256.60","243.80","5.93M","1.74%"
"17-02-2025","244.35","236.00","252.00","229.55","7.15M","-2.32%"
"14-02-2025","250.15","270.00","270.50","243.25","5.50M","-6.21%"
"13-02-2025","266.70","268.20","277.10","262.10","2.22M","-0.04%"
"12-02-2025","266.80","265.35","275.55","252.80","4.08M","-0.26%"
"11-02-2025","267.50","283.70","283.70","263.55","3.51M","-5.96%"
"10-02-2025","284.45","295.00","303.00","276.80","6.21M","-0.72%"
"07-02-2025","286.50","271.55","288.70","268.20","6.18M","5.33%"
"06-02-2025","272.00","259.40","276.65","258.00","9.24M","6.90%"
"05-02-2025","254.45","245.00","257.75","243.85","3.78M","3.65%"
"04-02-2025","245.50","234.45","245.75","231.95","2.89M","4.89%"
"03-02-2025","234.05","239.00","239.80","234.05","1.72M","-4.99%"
"01-02-2025","246.35","252.70","254.70","241.35","1.60M","-1.70%"
"31-01-2025","250.60","249.50","253.55","247.30","1.47M","-0.10%"
"30-01-2025","250.85","247.75","254.00","244.40","2.68M","1.05%"
"29-01-2025","248.25","242.75","251.90","237.05","4.86M","3.18%"
"28-01-2025","240.60","251.00","252.00","237.20","4.64M","-3.63%"
"27-01-2025","249.65","258.85","259.80","249.65","1.46M","-4.99%"
"24-01-2025","262.75","275.40","277.00","260.70","957.59K","-4.25%"
"23-01-2025","274.40","273.90","281.45","272.60","957.33K","0.00%"
"22-01-2025","274.40","283.90","283.90","268.25","1.30M","-0.78%"
"21-01-2025","276.55","281.90","284.00","272.00","3.34M","-1.57%"
"20-01-2025","280.95","289.95","289.95","279.60","1.57M","-1.63%"
"17-01-2025","285.60","278.50","289.50","278.05","1.98M","2.26%"
"16-01-2025","279.30","278.40","282.70","277.15","1.93M","1.53%"
"15-01-2025","275.10","277.00","279.50","270.60","3.72M","0.05%"
"14-01-2025","274.95","278.95","286.65","273.10","5.09M","-0.94%"
"13-01-2025","277.55","288.35","296.95","277.55","2.07M","-5.00%"
"10-01-2025","292.15","287.00","301.40","283.80","3.44M","1.78%"
"09-01-2025","287.05","303.85","304.45","287.05","2.48M","-5.00%"
"08-01-2025","302.15","311.00","311.65","298.00","1.73M","-2.39%"
"07-01-2025","309.55","300.30","312.00","297.60","2.27M","2.08%"
"06-01-2025","303.25","320.20","320.20","303.25","2.90M","-5.00%"
"03-01-2025","319.20","322.50","328.45","317.80","3.02M","-1.07%"
"02-01-2025","322.65","318.00","327.85","316.30","5.34M","1.08%"
"01-01-2025","319.20","304.90","319.35","303.05","9.32M","4.95%"
"31-12-2024","304.15","294.05","306.70","292.20","2.23M","2.39%"
"30-12-2024","297.05","298.00","299.85","290.50","754.48K","-0.64%"
"27-12-2024","298.95","308.00","310.00","298.00","963.99K","-1.06%"
"26-12-2024","302.15","301.20","308.00","301.15","857.82K","-0.05%"
"24-12-2024","302.30","289.00","303.45","288.00","1.44M","4.60%"
"23-12-2024","289.00","290.90","294.75","283.10","806.12K","-0.45%"
"20-12-2024","290.30","295.40","305.00","287.55","1.59M","-0.77%"
"19-12-2024","292.55","273.00","292.55","268.70","1.18M","4.99%"
"18-12-2024","278.65","288.80","292.00","275.60","737.46K","-2.81%"
"17-12-2024","286.70","292.60","295.70","284.10","1.56M","-1.80%"
"16-12-2024","291.95","295.00","299.80","291.00","871.34K","-0.93%"
"13-12-2024","294.70","294.50","298.70","282.75","847.73K","-0.02%"
"12-12-2024","294.75","292.00","304.70","292.00","717.92K","0.46%"
"11-12-2024","293.40","305.00","307.00","290.55","988.51K","-3.76%"
"10-12-2024","304.85","303.90","306.90","297.00","2.02M","2.18%"
"09-12-2024","298.35","306.80","307.00","292.75","822.37K","-1.62%"
"06-12-2024","303.25","303.30","308.00","295.00","1.26M","0.36%"
"05-12-2024","302.15","297.00","303.45","293.20","1.75M","2.27%"
"04-12-2024","295.45","289.90","295.45","282.75","3.07M","4.99%"
"03-12-2024","281.40","275.65","285.60","274.35","1.20M","2.68%"
"02-12-2024","274.05","278.75","279.10","272.75","719.03K","-1.81%"
"29-11-2024","279.10","280.00","282.70","272.25","1.22M","-0.07%"
"28-11-2024","279.30","278.00","281.80","270.50","999.74K","1.32%"
"27-11-2024","275.65","272.00","281.50","267.30","2.01M","1.44%"
"26-11-2024","271.75","257.60","271.75","252.75","1.43M","4.98%"
"25-11-2024","258.85","267.30","270.50","255.15","1.85M","0.47%"
"22-11-2024","257.65","249.90","259.60","246.00","680.12K","3.64%"
"21-11-2024","248.60","256.25","256.25","244.90","922.94K","-3.46%"
"19-11-2024","257.50","258.00","266.50","255.00","837.88K","1.32%"
"18-11-2024","254.15","267.00","269.70","252.55","925.30K","-1.80%"
"14-11-2024","258.80","249.00","261.80","249.00","942.60K","3.64%"
"13-11-2024","249.70","264.00","268.20","249.70","1.48M","-5.00%"
"12-11-2024","262.85","262.00","273.60","260.45","1.55M","0.86%"
"11-11-2024","260.60","267.15","275.00","260.60","1.37M","-4.99%"
"08-11-2024","274.30","273.85","282.00","273.85","2.24M","-4.84%"
"07-11-2024","288.25","302.00","304.40","288.20","2.52M","-4.98%"
"06-11-2024","303.35","297.90","308.90","292.40","2.94M","3.09%"
"05-11-2024","294.25","299.95","299.95","292.20","1.31M","-0.79%"
"04-11-2024","296.60","289.90","300.00","280.20","2.31M","1.91%"
"01-11-2024","291.05","285.00","293.30","282.65","1.06M","3.76%"
"31-10-2024","280.50","281.45","284.00","276.10","639.65K","0.56%"
"30-10-2024","278.95","273.50","284.90","270.15","963.82K","1.96%"
"29-10-2024","273.60","274.10","276.40","266.00","575.47K","-0.31%"
"28-10-2024","274.45","278.00","286.00","272.00","1.15M","-1.06%"
"25-10-2024","277.40","294.60","294.60","267.00","3.03M","-1.14%"
"24-10-2024","280.60","271.60","280.60","270.05","1.31M","5.00%"
"23-10-2024","267.25","252.50","267.25","252.50","1.90M","4.99%"
"22-10-2024","254.55","269.30","269.50","254.55","1.64M","-5.00%"
"21-10-2024","267.95","283.80","285.00","267.20","1.68M","-4.73%"
"18-10-2024","281.25","274.65","284.60","266.15","1.10M","1.19%"
"17-10-2024","277.95","293.00","293.80","276.90","1.47M","-4.63%"
"16-10-2024","291.45","287.60","295.00","285.00","1.20M","1.44%"
"15-10-2024","287.30","294.00","296.00","284.00","1.64M","-0.73%"
"14-10-2024","289.40","286.05","297.75","286.00","1.71M","1.67%"
"11-10-2024","284.65","293.00","296.40","279.35","1.41M","-3.20%"
"10-10-2024","294.05","303.00","304.50","290.05","3.13M","-2.11%"
"09-10-2024","300.40","305.00","312.00","297.90","3.14M","0.30%"
"08-10-2024","299.50","284.00","302.65","279.50","1.90M","3.90%"
"07-10-2024","288.25","305.95","310.00","285.30","11.14M","-4.28%"
"04-10-2024","301.15","324.80","327.75","296.65","11.60M","-7.82%"
"03-10-2024","326.70","333.00","345.70","324.10","10.51M","-1.60%"
"01-10-2024","332.00","339.70","342.00","328.30","11.11M","-1.23%"
"30-09-2024","336.13","329.90","345.40","324.35","22.24M","4.08%"
"27-09-2024","322.95","332.10","335.00","317.15","12.30M","-1.78%"
"26-09-2024","328.79","326.00","338.20","326.00","11.02M","-1.90%"
"25-09-2024","335.16","337.55","346.40","325.10","19.39M","-0.56%"
"24-09-2024","337.04","331.00","351.00","326.63","31.61M","2.28%"
"23-09-2024","329.53","319.40","335.30","310.01","24.39M","4.19%"
"20-09-2024","316.29","284.65","327.70","281.81","56.88M","11.02%"
"19-09-2024","284.89","294.00","304.00","272.33","55.95M","0.76%"
"18-09-2024","282.73","244.00","282.73","239.36","52.20M","20.00%"
"17-09-2024","235.61","218.55","238.00","218.00","21.72M","9.05%"
"16-09-2024","216.05","215.00","223.40","212.01","9.20M","1.64%"
"13-09-2024","212.57","213.37","215.94","211.71","2.06M","-0.41%"
"12-09-2024","213.45","212.50","216.00","208.53","3.58M","1.17%"
"11-09-2024","210.98","217.90","218.40","210.22","4.36M","-2.76%"
"10-09-2024","216.97","214.00","222.80","212.60","8.77M","2.47%"
"09-09-2024","211.75","212.00","214.00","204.50","6.56M","-0.80%"
"06-09-2024","213.45","210.00","216.97","205.40","9.01M","1.66%"
"05-09-2024","209.97","213.90","217.70","208.25","7.29M","-1.03%"
"04-09-2024","212.16","196.00","213.70","195.00","12.14M","7.16%"
"03-09-2024","197.98","205.90","206.74","196.85","3.69M","-3.31%"
"02-09-2024","204.75","209.01","210.00","202.15","4.68M","-2.13%"
"30-08-2024","209.21","214.00","215.96","207.30","6.41M","-1.43%"
"29-08-2024","212.25","214.50","214.80","203.61","9.06M","-0.59%"
"28-08-2024","213.50","212.90","218.53","210.30","11.69M","2.75%"
"27-08-2024","207.79","208.63","211.23","206.00","5.59M","0.50%"
"26-08-2024","206.75","214.00","215.90","205.50","13.75M","-2.37%"
"23-08-2024","211.76","237.49","243.64","201.99","49.96M","-10.16%"
"22-08-2024","235.71","245.00","245.90","232.50","10.45M","-3.04%"
"21-08-2024","243.10","240.00","247.25","238.44","9.28M","1.95%"
"20-08-2024","238.44","227.90","247.30","226.10","19.15M","5.64%"
"19-08-2024","225.71","219.80","229.70","217.48","8.16M","3.55%"
"16-08-2024","217.97","226.00","226.00","214.70","7.77M","-1.05%"
"14-08-2024","220.28","224.99","225.00","213.20","7.64M","-1.16%"
"13-08-2024","222.87","227.40","237.66","220.44","11.53M","-1.41%"
"12-08-2024","226.06","231.00","232.70","225.00","10.46M","-1.72%"
"09-08-2024","230.02","213.00","232.01","209.70","18.91M","10.48%"
"08-08-2024","208.20","215.82","218.80","207.00","6.58M","-2.73%"
"07-08-2024","214.05","194.10","216.30","192.99","10.27M","11.55%"
"06-08-2024","191.89","200.10","205.28","190.10","6.59M","-1.76%"
"05-08-2024","195.33","208.00","212.63","193.50","10.63M","-9.45%"
"02-08-2024","215.72","210.00","219.45","209.63","8.52M","0.60%"
"01-08-2024","214.44","209.18","224.79","207.49","16.90M","3.51%"
"31-07-2024","207.17","203.45","209.80","199.29","7.56M","2.94%"
"30-07-2024","201.26","200.10","205.60","196.60","4.99M","0.95%"
"29-07-2024","199.37","192.99","200.70","191.74","7.74M","4.73%"
"26-07-2024","190.36","194.00","195.88","190.00","2.45M","-0.74%"
"25-07-2024","191.78","182.00","194.30","179.25","4.51M","4.01%"
"24-07-2024","184.39","176.00","186.99","174.60","3.23M","5.26%"
"23-07-2024","175.17","179.49","179.49","169.51","2.52M","-1.46%"
"22-07-2024","177.76","181.00","181.00","176.36","2.04M","-2.19%"
"19-07-2024","181.74","189.30","189.30","181.05","2.20M","-3.33%"
"18-07-2024","188.00","189.58","191.75","186.00","2.13M","-0.83%"
"16-07-2024","189.58","193.10","195.46","189.05","1.92M","-2.47%"
"15-07-2024","194.39","190.20","196.00","187.93","4.28M","1.99%"
"12-07-2024","190.60","192.85","193.55","187.00","2.52M","-0.69%"
"11-07-2024","191.92","190.90","194.71","190.79","2.75M","1.54%"
"10-07-2024","189.00","197.40","197.50","186.90","3.60M","-3.86%"
"09-07-2024","196.58","200.95","201.40","195.61","1.88M","-1.67%"
"08-07-2024","199.91","201.00","203.00","196.11","5.16M","0.39%"
"05-07-2024","199.14","187.90","206.80","185.14","11.54M","6.51%"
"04-07-2024","186.96","186.90","190.70","185.94","2.98M","0.66%"
"03-07-2024","185.74","188.90","189.68","185.00","2.71M","-0.97%"
"02-07-2024","187.55","191.07","192.00","187.00","2.97M","-0.73%"
"01-07-2024","188.93","190.00","194.85","186.02","7.04M","-5.50%"
"28-06-2024","199.93","200.00","207.40","198.40","3.36M","1.13%"
"27-06-2024","197.69","205.55","208.40","194.90","4.25M","-3.76%"
"26-06-2024","205.41","209.24","211.69","203.60","2.30M","-1.43%"
"25-06-2024","208.40","213.50","215.45","206.35","3.26M","-2.33%"
"24-06-2024","213.37","214.95","219.40","212.25","3.62M","-0.67%"
"21-06-2024","214.80","211.21","218.90","209.98","8.80M","0.73%"
"20-06-2024","213.25","208.41","214.80","207.49","5.00M","1.63%"
"19-06-2024","209.82","212.00","216.00","203.56","7.89M","-0.57%"
"18-06-2024","211.03","210.90","213.30","207.60","5.75M","0.98%"
"14-06-2024","208.98","204.45","214.00","201.10","14.30M","2.87%"
"13-06-2024","203.15","194.00","204.70","192.00","12.73M","6.75%"
"12-06-2024","190.30","190.20","196.49","187.20","10.19M","0.53%"
"11-06-2024","189.30","188.50","192.29","186.30","8.02M","2.03%"
"10-06-2024","185.54","175.00","192.07","173.75","15.85M","10.57%"
"07-06-2024","167.80","159.90","169.15","158.60","4.61M","6.44%"
"06-06-2024","157.65","155.95","162.00","152.00","2.89M","5.14%"
"05-06-2024","149.95","158.95","158.95","144.45","4.30M","-3.85%"
"04-06-2024","155.95","172.50","172.50","155.95","3.67M","-9.99%"
"03-06-2024","173.25","179.00","179.95","165.00","2.95M","4.15%"
"31-05-2024","166.35","169.15","169.80","162.80","1.93M","-0.45%"
"30-05-2024","167.10","170.50","171.75","166.50","1.16M","-1.99%"
"29-05-2024","170.50","168.00","172.95","167.40","1.47M","0.95%"
"28-05-2024","168.90","171.50","173.80","167.75","2.53M","-0.65%"
"27-05-2024","170.00","171.80","174.65","169.00","2.28M","-0.67%"
"24-05-2024","171.15","166.70","177.70","165.10","4.51M","3.07%"
"23-05-2024","166.05","168.00","169.30","165.00","1.72M","-0.78%"
"22-05-2024","167.35","167.95","171.65","163.00","2.26M","-0.30%"
"21-05-2024","167.85","171.00","173.15","167.00","1.76M","-1.90%"
"18-05-2024","171.10","170.00","172.50","169.70","329.81K","0.59%"
"17-05-2024","170.10","172.95","173.60","169.10","1.29M","-1.31%"
"16-05-2024","172.35","172.50","174.80","171.20","2.04M","0.44%"
"15-05-2024","171.60","172.50","174.70","170.60","2.02M","0.09%"
"14-05-2024","171.45","165.90","172.90","164.25","3.28M","4.10%"
"13-05-2024","164.70","163.50","166.40","157.95","4.26M","1.07%"
"10-05-2024","162.95","162.50","165.40","157.45","2.36M","1.09%"
"09-05-2024","161.20","166.00","168.70","160.00","3.16M","-3.36%"
"08-05-2024","166.80","171.00","171.55","165.40","2.52M","-2.31%"
"07-05-2024","170.75","167.40","177.65","166.80","5.03M","2.52%"
"06-05-2024","166.55","178.40","179.55","165.50","4.52M","-5.48%"
"03-05-2024","176.20","176.90","179.40","170.50","3.40M","0.43%"
"02-05-2024","175.45","179.75","179.90","174.20","2.50M","-1.38%"
"30-04-2024","177.90","187.00","190.35","176.30","4.02M","-4.25%"
"29-04-2024","185.80","193.25","194.00","185.00","2.20M","-2.67%"
"26-04-2024","190.90","194.70","195.00","190.15","1.93M","-0.91%"
"25-04-2024","192.65","190.00","196.75","189.45","2.89M","0.50%"
"24-04-2024","191.70","194.65","197.90","189.10","4.08M","-0.65%"
"23-04-2024","192.95","197.40","198.65","191.50","2.32M","-1.18%"
"22-04-2024","195.25","198.00","199.55","192.80","3.93M","3.44%"
"19-04-2024","188.75","192.70","192.95","185.20","3.42M","-3.06%"
"18-04-2024","194.70","197.70","200.50","193.00","3.21M","0.26%"
"16-04-2024","194.20","197.90","204.00","192.30","5.15M","-2.88%"
"15-04-2024","199.95","195.00","206.00","189.40","13.18M","1.11%"
"12-04-2024","197.75","182.10","208.70","182.10","42.17M","-13.12%"
"10-04-2024","227.60","286.65","287.30","227.60","16.90M","-20.00%"
"09-04-2024","284.50","287.95","293.05","279.30","2.26M","-1.08%"
"08-04-2024","287.60","301.00","302.70","287.00","3.54M","-3.78%"
"05-04-2024","298.90","290.10","301.70","285.15","5.99M","1.32%"
"04-04-2024","295.00","294.30","308.00","292.30","9.11M","1.10%"
"03-04-2024","291.80","289.50","298.50","286.10","6.52M","0.69%"
"02-04-2024","289.80","269.55","294.00","265.35","7.85M","7.87%"
"01-04-2024","268.65","274.25","277.60","266.95","4.25M","-0.85%"
"28-03-2024","270.95","269.00","274.50","266.25","2.27M","1.50%"
"27-03-2024","266.95","275.70","278.00","264.50","3.48M","-2.47%"
"26-03-2024","273.70","276.90","287.70","271.50","6.04M","-1.32%"
"22-03-2024","277.35","277.00","286.65","272.80","13.00M","2.27%"
"21-03-2024","271.20","254.90","275.85","251.50","14.88M","8.78%"
"20-03-2024","249.30","242.00","253.40","237.35","12.05M","3.96%"
"19-03-2024","239.80","251.75","256.60","236.20","8.76M","-6.31%"
"18-03-2024","255.95","240.70","263.95","236.35","23.87M","7.77%"
"15-03-2024","237.50","212.00","243.70","206.25","11.63M","10.85%"
"14-03-2024","214.25","191.00","216.50","187.35","5.70M","14.63%"
"13-03-2024","186.90","218.50","220.60","181.60","6.05M","-14.09%"
"12-03-2024","217.55","225.90","230.95","212.20","3.69M","-2.73%"
"11-03-2024","223.65","222.65","231.55","221.00","2.62M","1.11%"
"07-03-2024","221.20","218.00","224.90","215.90","2.30M","1.31%"
"06-03-2024","218.35","226.00","226.85","214.05","2.92M","-3.68%"
"05-03-2024","226.70","228.60","230.20","225.20","1.39M","-0.90%"
"04-03-2024","228.75","226.00","233.80","223.10","2.17M","1.19%"
"02-03-2024","226.05","222.95","227.70","221.95","462.54K","1.25%"
"01-03-2024","223.25","221.45","226.80","220.70","1.90M","1.06%"
"29-02-2024","220.90","212.00","223.35","209.80","4.00M","4.15%"
"28-02-2024","212.10","222.00","222.00","209.55","3.71M","-3.83%"
"27-02-2024","220.55","228.00","230.40","219.15","1.88M","-3.50%"
"26-02-2024","228.55","228.40","236.80","227.50","2.54M","0.02%"
"23-02-2024","228.50","230.40","238.70","227.20","3.31M","-0.41%"
"22-02-2024","229.45","234.00","234.00","225.95","2.22M","-1.52%"
"21-02-2024","233.00","243.30","245.25","231.15","3.18M","-3.40%"
"20-02-2024","241.20","244.00","247.95","236.75","3.83M","-0.68%"
"19-02-2024","242.85","229.90","251.70","225.30","9.26M","7.81%"
"16-02-2024","225.25","232.00","235.50","224.55","2.33M","-3.88%"
"15-02-2024","234.35","233.85","242.50","228.00","5.71M","2.27%"
"14-02-2024","229.15","208.10","239.00","207.15","11.08M","9.04%"
"13-02-2024","210.15","201.25","213.80","194.00","4.08M","3.91%"
"12-02-2024","202.25","210.00","215.05","200.20","2.86M","-5.05%"
"09-02-2024","213.00","215.00","215.90","205.45","2.22M","-0.21%"
"08-02-2024","213.45","217.45","222.30","211.00","3.54M","-1.39%"
"07-02-2024","216.45","223.00","223.55","214.60","3.40M","0.70%"
"06-02-2024","214.95","215.10","216.00","212.10","1.27M","0.21%"
"05-02-2024","214.50","221.95","222.20","213.50","1.62M","-3.36%"
"02-02-2024","221.95","225.90","226.15","219.70","1.66M","-1.18%"
"01-02-2024","224.60","233.45","233.45","223.65","1.42M","-2.79%"
"31-01-2024","231.05","230.00","235.00","229.90","1.74M","-0.22%"
"30-01-2024","231.55","230.25","235.95","226.50","3.03M","1.58%"
"29-01-2024","227.95","219.95","233.90","219.00","4.47M","5.90%"
"25-01-2024","215.25","213.65","217.90","212.45","1.65M","0.87%"
"24-01-2024","213.40","208.35","215.00","205.10","1.66M","2.42%"
"23-01-2024","208.35","222.65","223.85","206.85","2.27M","-6.30%"
"20-01-2024","222.35","217.95","226.90","216.55","1.86M","2.58%"
"19-01-2024","216.75","220.85","221.85","214.60","1.73M","-0.98%"
"18-01-2024","218.90","217.10","222.00","210.25","2.87M","0.74%"
"17-01-2024","217.30","218.40","224.00","214.90","2.53M","-2.07%"
"16-01-2024","221.90","232.00","235.95","218.75","3.34M","-4.62%"
"15-01-2024","232.65","239.90","239.90","229.50","2.41M","-2.43%"
"12-01-2024","238.45","241.80","242.30","236.50","2.59M","-0.60%"
"11-01-2024","239.90","241.50","245.95","237.80","3.33M","1.03%"
"10-01-2024","237.45","240.35","242.95","233.55","3.62M","0.25%"
"09-01-2024","236.85","243.50","248.45","235.35","4.10M","-1.72%"
"08-01-2024","241.00","231.00","247.00","229.30","8.68M","4.97%"
"05-01-2024","229.60","233.00","235.00","227.00","5.63M","-0.84%"
"04-01-2024","231.55","218.00","234.60","217.20","9.66M","7.62%"
"03-01-2024","215.15","207.95","228.50","206.20","8.93M","3.46%"
"02-01-2024","207.95","212.45","213.40","203.25","2.94M","-1.82%"
"01-01-2024","211.80","211.00","216.30","209.80","4.87M","0.95%"
"29-12-2023","209.80","190.50","209.85","190.50","8.03M","9.96%"
"28-12-2023","190.80","196.00","196.00","190.10","1.25M","-2.00%"
"27-12-2023","194.70","197.95","200.90","193.90","1.49M","-1.04%"
"26-12-2023","196.75","195.70","199.95","191.65","1.99M","1.92%"
"22-12-2023","193.05","196.40","198.00","190.00","1.52M","-0.18%"
"21-12-2023","193.40","189.00","194.80","185.55","3.27M","1.36%"
"20-12-2023","190.80","210.70","211.95","189.25","3.65M","-8.99%"
